benchmark,circuit,optimization,path_length,path_index,optimized_node,optimized_depth,optimized_level,mapped_original_node,mapping_category,confidence,distance,combined_score,support_overlap,simulation_similarity,rank,distance_mode,is_formal_distance,approx_threshold,explanation
external_iscas85_c6288,c6288,refactor,120,15,new_n1210,15,15,new_n1211,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,16,new_n1212,16,16,new_n1213,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,17,new_n1213,17,17,new_n1214,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,18,new_n1215,18,18,new_n1216,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,19,new_n1217,19,19,new_n1218,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,20,new_n1218,20,20,new_n1219,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,21,new_n1220,21,21,new_n1221,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,22,new_n1222,22,22,new_n1223,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,23,new_n1223,23,23,new_n1224,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,24,new_n1225,24,24,new_n1226,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,25,new_n1227,25,25,new_n1228,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,26,new_n1228,26,26,new_n1229,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,27,new_n1230,27,27,new_n1231,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,28,new_n1232,28,28,new_n1233,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,29,new_n1233,29,29,new_n1234,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,30,new_n1235,30,30,new_n1236,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,31,new_n1237,31,31,new_n1238,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,32,new_n1238,32,32,new_n1239,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,33,new_n1240,33,33,new_n1241,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,34,new_n1242,34,34,new_n1243,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,35,new_n1243,35,35,new_n1244,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,36,new_n1245,36,36,new_n1246,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,37,new_n1247,37,37,new_n1248,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,38,new_n1248,38,38,new_n1249,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,39,new_n1250,39,39,new_n1251,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,40,new_n1252,40,40,new_n1253,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,41,new_n1253,41,41,new_n1254,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,42,new_n1255,42,42,new_n1256,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,43,new_n1257,43,43,new_n1258,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,44,new_n1258,44,44,new_n1259,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,45,new_n1260,45,45,new_n1261,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,46,new_n1262,46,46,new_n1263,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,47,new_n1263,47,47,new_n1264,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,48,new_n1265,48,48,new_n1266,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,49,new_n1267,49,49,new_n1268,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,50,new_n1268,50,50,new_n1269,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,51,new_n1270,51,51,new_n1271,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,52,new_n1272,52,52,new_n1273,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,53,new_n1273,53,53,new_n1274,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,54,new_n1275,54,54,new_n1276,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,55,new_n1277,55,55,new_n1278,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,56,new_n1278,56,56,new_n1279,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,57,new_n1280,57,57,new_n1281,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,58,new_n1282,58,58,new_n1283,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,59,new_n1283,59,59,new_n1284,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,60,new_n1285,60,60,new_n1286,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,61,new_n1287,61,61,new_n1288,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,62,new_n1288,62,62,new_n1289,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,63,new_n1290,63,63,new_n1291,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,64,new_n1292,64,64,new_n1293,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,65,new_n1293,65,65,new_n1294,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,66,new_n1295,66,66,new_n1296,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,67,new_n1297,67,67,new_n1298,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,68,new_n1298,68,68,new_n1299,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,69,new_n1300,69,69,new_n1301,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,70,new_n1302,70,70,new_n1303,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,71,new_n1303,71,71,new_n1304,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,72,new_n1305,72,72,new_n1306,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,73,new_n1307,73,73,new_n1308,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,74,new_n1308,74,74,new_n1309,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,75,new_n1310,75,75,new_n1311,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,76,new_n1312,76,76,new_n1313,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,77,new_n1313,77,77,new_n1314,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,78,new_n1315,78,78,new_n1316,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,79,new_n1317,79,79,new_n1318,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,80,new_n1318,80,80,new_n1319,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,81,new_n1320,81,81,new_n1321,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,82,new_n1322,82,82,new_n1323,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,83,new_n1323,83,83,new_n1324,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,84,new_n1325,84,84,new_n1326,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,85,new_n1327,85,85,new_n1328,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,86,new_n1328,86,86,new_n1329,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,87,new_n1330,87,87,new_n1331,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,88,new_n1332,88,88,new_n1333,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,89,new_n1333,89,89,new_n1334,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,90,G6273,90,90,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c6288,c6288,refactor,120,91,new_n1472,91,91,new_n1473,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,92,new_n1473,92,92,new_n1474,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,93,new_n1603,93,93,new_n1604,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,94,new_n1604,94,94,new_n1605,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,95,new_n1724,95,95,new_n1725,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,96,new_n1725,96,96,new_n1726,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,97,new_n1835,97,97,new_n1836,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,98,new_n1836,98,98,new_n1837,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,99,new_n1936,99,99,new_n1937,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,100,new_n1937,100,100,new_n1938,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,101,new_n2027,101,101,new_n2028,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,102,new_n2028,102,102,new_n2029,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,103,new_n2108,103,103,new_n2109,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,104,new_n2109,104,104,new_n2110,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,105,new_n2179,105,105,new_n2180,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,106,new_n2180,106,106,new_n2181,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,107,new_n2240,107,107,new_n2241,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,108,new_n2241,108,108,new_n2242,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,109,new_n2291,109,109,new_n2292,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,110,new_n2292,110,110,new_n2293,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,111,new_n2332,111,111,new_n2333,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,112,new_n2333,112,112,new_n2334,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,113,new_n2363,113,113,new_n2364,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,114,new_n2364,114,114,new_n2365,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,115,new_n2384,115,115,new_n2385,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,116,new_n2385,116,116,new_n2386,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,117,new_n2395,117,117,new_n2396,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,118,new_n2396,118,118,new_n2397,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,119,new_n2398,119,119,new_n2399,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor,120,120,G6288,120,120,,unresolved,,,,,,,,,0.05,"No signature, complemented, SAT/CEC-proven, contextual, or near-distance candidate was available."
external_iscas85_c6288,c6288,refactor_z,119,1,new_n1033,1,1,new_n1047,exact_signature_match,1.0,,1.0,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,2,new_n1035,2,2,new_n1050,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,3,new_n1037,3,3,new_n1052,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,4,new_n1038,4,4,new_n1053,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,5,new_n1039,5,5,new_n1054,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,6,new_n1041,6,6,new_n1056,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,7,new_n1043,7,7,new_n1058,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,8,new_n1186,8,8,new_n1202,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,9,new_n1187,9,9,new_n1203,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,10,new_n1188,10,10,new_n1204,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,11,new_n1190,11,11,new_n1206,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,12,new_n1192,12,12,new_n1208,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,13,new_n1193,13,13,new_n1209,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,14,new_n1195,14,14,new_n1211,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,15,new_n1197,15,15,new_n1213,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,16,new_n1198,16,16,new_n1214,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,17,new_n1200,17,17,new_n1216,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,18,new_n1202,18,18,new_n1218,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,19,new_n1203,19,19,new_n1219,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,20,new_n1205,20,20,new_n1221,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,21,new_n1207,21,21,new_n1223,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,22,new_n1208,22,22,new_n1224,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,23,new_n1210,23,23,new_n1226,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,24,new_n1212,24,24,new_n1228,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,25,new_n1213,25,25,new_n1229,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,26,new_n1215,26,26,new_n1231,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,27,new_n1217,27,27,new_n1233,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,28,new_n1218,28,28,new_n1234,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,29,new_n1220,29,29,new_n1236,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,30,new_n1222,30,30,new_n1238,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,31,new_n1223,31,31,new_n1239,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,32,new_n1225,32,32,new_n1241,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,33,new_n1227,33,33,new_n1243,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,34,new_n1228,34,34,new_n1244,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,35,new_n1230,35,35,new_n1246,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,36,new_n1232,36,36,new_n1248,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,37,new_n1233,37,37,new_n1249,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
external_iscas85_c6288,c6288,refactor_z,119,38,new_n1235,38,38,new_n1251,exact_signature_match,1.0,,0.95,1.0,1.0,1.0,,,0.05,Signature match from top_candidates in simulation-pattern mode.
